title,title_id,imdb_id,content_rating,release_date,Action_Adventure,Animation,Comedy,SciFi_Fantasy,Drama,Family,Mystery_Crime,Bio_History,Horror_Thriller,Romance
The Shack,298,tt2872518,PG-13,2017-03-03,0.0,0,0,1.0,1,0,0.0,0.0,0.0,0
The Last Word,297,tt5023260,R,2017-03-03,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
Rock Dog,296,tt2822672,PG,2017-02-24,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0
Get Out,294,tt5052448,R,2017-02-24,0.0,0,0,0.0,0,0,1.0,0.0,1.0,0
Everybody Loves Somebody,293,tt5537228,PG-13,2017-02-17,0.0,0,1,0.0,0,0,0.0,0.0,0.0,1
A Cure For Wellness,292,tt4731136,R,2017-02-17,0.0,0,0,1.0,1,0,0.0,0.0,1.0,0
Fist Fight,291,tt3401882,R,2017-02-17,0.0,0,1,0.0,0,0,0.0,0.0,0.0,0
The Lego Batman Movie,290,tt4116284,PG,2017-02-10,1.0,1,0,0.0,0,0,0.0,0.0,0.0,0
Fifty Shades Darker,289,tt4465564,R,2017-02-10,0.0,0,0,0.0,1,0,1.0,0.0,0.0,1
John Wick: Chapter Two,288,tt4425200,R,2017-02-10,1.0,0,0,0.0,0,0,1.0,0.0,1.0,0
A United Kingdom,287,tt3387266,PG-13,2017-02-10,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Trespass Against Us,285,tt3305308,R,2017-01-20,1.0,0,0,0.0,1,0,1.0,0.0,0.0,0
20th Century Women,284,tt4385888,R,2016-12-28,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
Fences,283,tt2671706,PG-13,2016-12-16,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0
La La Land,281,tt3783958,PG-13,2016-12-09,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
Office Christmas Party,280,tt1711525,R,2016-12-09,0.0,0,1,0.0,0,0,0.0,0.0,0.0,0
Jackie,279,tt0119396,R,2016-12-02,0.0,0,0,0.0,1,0,1.0,0.0,1.0,0
Lion,278,tt3741834,PG-13,2016-11-25,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Rules Dont Apply,276,tt1974420,PG-13,2016-11-23,0.0,0,1,0.0,1,0,0.0,0.0,0.0,1
Bad Santa 2,275,tt1798603,R,2016-11-23,0.0,0,1,0.0,1,0,1.0,0.0,0.0,0
Allied,274,tt3640424,R,2016-11-23,1.0,0,0,0.0,1,0,0.0,0.0,0.0,1
Manchester By The Sea,273,tt4034228,R,2016-11-18,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0
Fantastic Beasts And Where To Find Them,272,tt3183660,PG-13,2016-11-18,1.0,0,0,1.0,0,1,0.0,0.0,0.0,0
Nocturnal Animals,271,tt4550098,R,2016-11-18,0.0,0,0,0.0,1,0,0.0,0.0,1.0,0
Almost Christmas,269,tt4649416,PG-13,2016-11-11,0.0,0,1,0.0,1,0,0.0,0.0,0.0,1
Doctor Strange,268,tt1211837,PG-13,2016-11-04,1.0,0,0,1.0,0,0,0.0,0.0,0.0,0
Trolls,267,tt1679335,PG,2016-11-04,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0
Loving,266,tt4669986,PG-13,2016-11-04,0.0,0,0,0.0,1,0,0.0,1.0,0.0,1
Hacksaw Ridge,265,tt2119532,R,2016-11-02,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Inferno,264,tt3062096,PG-13,2016-10-28,1.0,0,0,0.0,0,0,1.0,0.0,0.0,0
American Pastoral,262,tt0376479,R,2016-10-21,0.0,0,0,0.0,1,0,1.0,0.0,0.0,0
Keeping Up With The Joneses,261,tt2387499,PG-13,2016-10-21,1.0,0,1,0.0,0,0,0.0,0.0,0.0,0
Ouija: Origin Of Evil,260,tt4361050,PG-13,2016-10-21,0.0,0,0,0.0,1,0,1.0,0.0,1.0,0
Moonlight,259,tt4975722,R,2016-10-21,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0
The Handmaiden,257,tt4016934,Not Rated,2016-10-21,0.0,0,0,0.0,1,0,0.0,0.0,1.0,1
The Accountant,256,tt2140479,R,2016-10-14,1.0,0,0,0.0,1,0,1.0,0.0,0.0,0
The Birth Of A Nation,255,tt4196450,R,2016-10-07,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Middle School:The Worst Years Of My Life,254,tt4981636,PG,2016-10-07,0.0,0,1,0.0,0,1,0.0,0.0,0.0,0
Denial,253,tt4645330,PG-13,2016-09-30,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Deepwater Horizon,252,tt1860357,PG-13,2016-09-30,1.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Miss Peregrines Home For Peculiar Chldn,251,tt1935859,PG-13,2016-09-30,1.0,0,0,0.0,1,1,0.0,0.0,0.0,0
American Honey,250,tt3721936,R,2016-09-30,1.0,0,0,0.0,1,0,0.0,0.0,0.0,1
Storks,249,tt4624424,PG,2016-09-23,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0
Queen Of Katwe,248,tt4341582,PG,2016-09-23,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
The Dressmaker,247,tt2910904,R,2016-09-23,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
Bridget Joness Baby,245,tt1473832,R,2016-09-16,0.0,0,1,0.0,1,0,0.0,0.0,0.0,1
Sully,244,tt3263904,PG-13,2016-09-09,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
No Manches Frida,242,tt5259966,PG-13,2016-09-02,0.0,0,1,0.0,0,0,0.0,0.0,0.0,1
The Light Between Oceans,241,tt2547584,PG-13,2016-09-02,0.0,0,0,0.0,1,0,0.0,0.0,0.0,1
Morgan,240,tt4520364,R,2016-09-02,1.0,0,0,1.0,0,0,0.0,0.0,1.0,0
Mechanic: Resurrection,239,tt3522806,R,2016-08-26,1.0,0,0,0.0,0,0,0.0,0.0,1.0,0
Hands Of Stone,238,tt1781827,R,2016-08-26,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Kubo And The Two Strings,236,tt4302938,PG,2016-08-19,1.0,1,0,0.0,0,0,0.0,0.0,0.0,0
War Dogs,235,tt2005151,R,2016-08-19,0.0,0,1,0.0,0,0,1.0,1.0,0.0,0
Sausage Party,234,tt1700841,R,2016-08-12,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0
Petes Dragon,233,tt2788732,PG,2016-08-12,1.0,0,1,0.0,0,0,0.0,0.0,0.0,0
Hell Or High Water,231,tt2582782,R,2016-08-12,0.0,0,0,0.0,1,0,1.0,0.0,1.0,0
Anthropoid,230,tt4190530,R,2016-08-12,1.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Suicide Squad (2016),228,tt1386697,PG-13,2016-08-05,1.0,0,0,1.0,0,0,0.0,0.0,0.0,0
Bad Moms,227,tt4651520,R,2016-07-29,0.0,0,1,0.0,0,0,0.0,0.0,0.0,0
Into The Forest,226,tt2625810,R,2016-07-29,0.0,0,0,1.0,1,0,0.0,0.0,1.0,0
Jason Bourne,225,tt4196776,PG-13,2016-07-29,1.0,0,0,0.0,0,0,0.0,0.0,1.0,0
Nerve,224,tt3531824,PG-13,2016-07-27,1.0,0,0,0.0,1,0,1.0,0.0,0.0,0
Ice Age: Collision Course,223,tt3416828,PG,2016-07-22,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0
Train To Busan,221,tt5700672,Not Rated,2016-07-22,1.0,0,0,0.0,0,0,0.0,0.0,1.0,0
Dont Think Twice,220,tt4972062,R,2016-07-22,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
Absolutely Fabulous: The Movie,219,tt2112096,R,2016-07-22,0.0,0,1,0.0,0,0,1.0,0.0,0.0,0
Cafe Society,218,tt4513674,PG-13,2016-07-15,0.0,0,1,0.0,1,0,0.0,0.0,0.0,1
The Infiltrator,216,tt1355631,R,2016-07-13,0.0,0,0,0.0,1,0,1.0,1.0,0.0,0
Captain Fantastic,215,tt3553976,R,2016-07-08,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
The Secret Life Of Pets,214,tt2709768,PG,2016-07-08,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0
Mike And Dave Need Wedding Dates,213,tt2823054,R,2016-07-08,0.0,0,1,0.0,0,0,0.0,0.0,0.0,1
The Legend Of Tarzan,212,tt0918940,PG-13,2016-07-01,1.0,0,0,0.0,1,0,0.0,0.0,0.0,0
The BFG,211,tt3691740,PG,2016-07-01,1.0,0,0,1.0,0,1,0.0,0.0,0.0,0
The Neon Demon,210,tt1974419,R,2016-06-24,0.0,0,0,0.0,0,0,0.0,0.0,1.0,0
Swiss Army Man,209,tt4034354,R,2016-06-24,0.0,0,1,1.0,1,0,0.0,0.0,0.0,0
Independence Day: Resurgence,208,tt1628841,PG-13,2016-06-24,1.0,0,0,1.0,0,0,0.0,0.0,0.0,0
Finding Dory,206,tt2277860,PG,2016-06-17,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0
Now You See Me 2,205,tt3110958,PG-13,2016-06-10,1.0,0,1,0.0,0,0,0.0,0.0,0.0,0
Warcraft,204,tt0803096,PG-13,2016-06-10,1.0,0,0,1.0,0,0,0.0,0.0,0.0,0
The Conjuring 2,202,tt3065204,R,2016-06-10,0.0,0,0,0.0,0,0,1.0,0.0,1.0,0
Me Before You,201,tt2674426,PG-13,2016-06-03,0.0,0,0,0.0,1,0,0.0,0.0,0.0,1
Popstar: Never Stop Never Stopping,200,tt3960412,R,2016-06-03,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
X-Men: Apocalypse,199,tt3385516,PG-13,2016-05-27,1.0,0,0,1.0,0,0,0.0,0.0,0.0,0
Alice Through The Looking Glass,198,tt2567026,PG,2016-05-27,1.0,0,0,1.0,0,1,0.0,0.0,0.0,0
The Nice Guys,196,tt3799694,R,2016-05-20,1.0,0,1,0.0,0,0,1.0,0.0,0.0,0
Neighbors 2: Sorority Rising,195,tt4438848,R,2016-05-20,0.0,0,1,0.0,0,0,0.0,0.0,0.0,0
The Lobster,194,tt3464902,R,2016-05-13,0.0,0,0,1.0,1,0,0.0,0.0,0.0,1
Captain America: Civil War,193,tt3498820,PG-13,2016-05-06,1.0,0,0,1.0,0,0,0.0,0.0,0.0,0
A Bigger Splash,192,tt2056771,R,2016-05-04,0.0,0,0,0.0,1,0,0.0,0.0,1.0,0
Keanu,190,tt4139124,R,2016-04-29,1.0,0,1,0.0,0,0,1.0,0.0,0.0,0
The Man Who Knew Infinity,188,tt0787524,PG-13,2016-04-29,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Compadres,186,tt3367294,R,2016-04-22,1.0,0,1,0.0,0,0,1.0,0.0,0.0,0
Tale Of Tales,185,tt3278330,R,2016-04-22,0.0,0,0,1.0,1,0,0.0,0.0,1.0,0
Green Room,184,tt4062536,R,2016-04-15,0.0,0,0,0.0,0,0,1.0,0.0,1.0,0
Sing Street,183,tt3544112,PG-13,2016-04-15,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
The Jungle Book,182,tt3040964,PG,2016-04-15,1.0,1,0,0.0,0,0,0.0,0.0,0.0,0
Criminal,181,tt3014866,R,2016-04-15,1.0,0,0,1.0,0,0,0.0,0.0,1.0,0
The Adderall Diaries,180,tt1735907,R,2016-04-15,0.0,0,0,0.0,1,0,1.0,0.0,0.0,0
Barbershop: The Next Cut,179,tt3628584,PG-13,2016-04-15,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
Demolition,178,tt1172049,R,2016-04-08,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
My Big Fat Greek Wedding 2,177,tt3760922,PG-13,2016-03-25,0.0,0,1,0.0,0,0,0.0,0.0,0.0,1
Born To Be Blue,176,tt2133196,R,2016-03-25,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Batman V Superman: Dawn Of Justice,175,tt2975590,R,2016-03-25,1.0,0,0,1.0,0,0,0.0,0.0,0.0,0
The Divergent Series: Allegiant,174,tt5593820,,2016-03-18,1.0,0,0,1.0,0,0,0.0,0.0,0.0,0
Midnight Special,172,tt2649554,PG-13,2016-03-18,0.0,0,0,1.0,1,0,1.0,0.0,0.0,0
Miracles From Heaven,171,tt4257926,PG,2016-03-16,0.0,0,0,0.0,1,1,0.0,1.0,0.0,0
The Perfect Match,170,tt4871980,R,2016-03-11,0.0,0,1,0.0,0,0,0.0,0.0,0.0,1
10 Cloverfield Lane,169,tt1179933,PG-13,2016-03-11,0.0,0,0,1.0,1,0,0.0,0.0,1.0,0
Eye In The Sky,168,tt2057392,R,2016-03-11,1.0,0,0,0.0,1,0,0.0,0.0,1.0,0
The Young Messiah,167,tt1002563,PG-13,2016-03-11,0.0,0,0,1.0,1,0,0.0,0.0,0.0,0
Knight Of Cups,165,tt2101383,R,2016-03-04,0.0,0,0,1.0,1,0,0.0,0.0,0.0,1
Zootopia,163,tt2948356,PG,2016-03-04,1.0,1,0,0.0,0,0,0.0,0.0,0.0,0
London Has Fallen,162,tt3300542,R,2016-03-04,1.0,0,0,0.0,0,0,0.0,0.0,1.0,0
Gods Of Egypt,161,tt2404233,PG-13,2016-02-26,1.0,0,0,0.0,1,0,0.0,0.0,0.0,0
Eddie The Eagle,160,tt1083452,PG-13,2016-02-26,1.0,0,1,0.0,0,0,0.0,1.0,0.0,0
Risen,158,tt3231054,PG-13,2016-02-19,1.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Busco Novio Para Mi Mujer,157,tt5321942,PG-13,2016-02-19,0.0,0,1,0.0,0,0,0.0,0.0,0.0,1
How To Be Single,154,tt1292566,R,2016-02-12,0.0,0,1,0.0,1,0,0.0,0.0,0.0,1
Hail Caesar!,153,tt0475290,PG-13,2016-02-05,0.0,0,1,0.0,1,0,1.0,0.0,0.0,0
Choice The (2016),152,tt3797868,PG-13,2016-02-05,0.0,0,0,0.0,1,0,0.0,0.0,0.0,1
Kung Fu Panda 3,151,tt2267968,PG,2016-01-29,1.0,1,0,0.0,0,0,0.0,0.0,0.0,0
The Finest Hours,150,tt2025690,PG-13,2016-01-29,1.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Jane Got A Gun,149,tt2140037,R,2016-01-29,1.0,0,0,0.0,1,0,1.0,0.0,0.0,0
Dirty Grandpa,148,tt1860213,R,2016-01-22,0.0,0,1,0.0,0,0,0.0,0.0,0.0,0
13 Hours:The Secret Soldiers Of Benghazi,147,tt4172430,R,2016-01-15,1.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Ride Along 2,146,tt2869728,PG-13,2016-01-15,1.0,0,1,0.0,0,0,1.0,0.0,0.0,0
Norm Of The North,145,tt1594972,PG,2016-01-15,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0
The Revenant,140,tt1663202,R,2015-12-25,1.0,0,0,0.0,1,0,0.0,0.0,0.0,0
The Hateful Eight,139,tt3460252,R,2015-12-25,0.0,0,0,0.0,1,0,1.0,0.0,0.0,0
Concussion,137,tt3322364,PG-13,2015-12-25,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
45 Years,136,tt3544082,R,2015-12-23,0.0,0,0,0.0,1,0,0.0,0.0,0.0,1
Alvin And The Chipmunks: The Road Chip,135,tt2974918,PG,2015-12-18,1.0,0,1,0.0,0,1,0.0,0.0,0.0,0
Star Wars: The Force Awakens,134,tt2488496,PG-13,2015-12-18,1.0,0,0,1.0,0,0,0.0,0.0,0.0,0
In The Heart Of The Sea,133,tt1390411,PG-13,2015-12-11,1.0,0,0,0.0,0,0,0.0,1.0,0.0,0
The Big Short,132,tt1596363,R,2015-12-11,0.0,0,1,0.0,1,0,0.0,1.0,0.0,0
Youth (2015),131,tt3312830,R,2015-12-04,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
Krampus,130,tt3850590,PG-13,2015-12-04,0.0,0,1,1.0,0,0,0.0,0.0,1.0,0
Macbeth (2015),129,tt2884018,R,2015-12-04,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
The Danish Girl,128,tt0810819,R,2015-11-27,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Creed,127,tt3076658,PG-13,2015-11-25,1.0,0,0,0.0,1,0,0.0,0.0,0.0,0
The Good Dinosaur,125,tt1979388,PG,2015-11-25,1.0,1,0,0.0,0,0,0.0,0.0,0.0,0
Legend,124,tt3569230,R,2015-11-20,0.0,0,0,0.0,1,0,1.0,1.0,0.0,0
The Hunger Games: Mockingjay Part 2,123,tt1951266,PG-13,2015-11-20,1.0,0,0,1.0,0,0,0.0,0.0,0.0,0
The 33,118,tt2006295,PG-13,2015-11-13,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Love The Coopers,119,tt2279339,PG-13,2015-11-13,0.0,0,1,1.0,0,0,0.0,0.0,0.0,1
My All American,117,tt3719896,PG,2015-11-13,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
The Peanuts Movie,116,tt2452042,G,2015-11-06,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0
Spectre,115,tt2379713,PG-13,2015-11-06,1.0,0,0,0.0,0,0,0.0,0.0,1.0,0
Trumbo,114,tt3203606,R,2015-11-06,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Burnt,112,tt2503944,R,2015-10-30,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
The Last Witch Hunter,110,tt1618442,PG-13,2015-10-23,1.0,0,0,1.0,0,0,0.0,0.0,0.0,0
Jem And The Holograms,109,tt3614530,PG,2015-10-23,1.0,0,0,0.0,1,1,0.0,0.0,0.0,0
Suffragette,108,tt3077214,PG-13,2015-10-23,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Bridge Of Spies,106,tt3682448,PG-13,2015-10-16,0.0,0,0,0.0,1,0,0.0,1.0,1.0,0
Crimson Peak,105,tt2554274,R,2015-10-16,0.0,0,0,0.0,1,0,1.0,0.0,1.0,0
Room,104,tt3170832,R,2015-10-16,0.0,0,0,0.0,1,0,0.0,0.0,1.0,0
Pan,102,tt3332064,PG,2015-10-09,1.0,0,1,0.0,0,1,0.0,0.0,0.0,0
The Martian,100,tt3659388,PG-13,2015-10-02,1.0,0,0,1.0,1,0,0.0,0.0,0.0,0
Sicario,99,tt3397884,R,2015-10-02,1.0,0,0,0.0,1,0,1.0,0.0,0.0,0
Freeheld,97,tt1658801,PG-13,2015-10-02,0.0,0,0,0.0,1,0,0.0,1.0,0.0,1
Hotel Transylvania 2,95,tt2510894,PG,2015-09-25,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0
99 Homes,94,tt2891174,R,2015-09-25,0.0,0,0,0.0,1,0,1.0,0.0,0.0,0
Mississippi Grind,93,tt2349144,R,2015-09-25,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
The Intern,92,tt2361509,PG-13,2015-09-25,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
Everest (2015),91,tt2719848,PG-13,2015-09-18,1.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Maze Runner: The Scorch Trials,90,tt4046784,PG-13,2015-09-18,1.0,0,0,1.0,0,0,0.0,0.0,0.0,0
Black Mass,89,tt1355683,R,2015-09-18,0.0,0,0,0.0,1,0,1.0,1.0,0.0,0
Pawn Sacrifice,88,tt1596345,PG-13,2015-09-16,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Gallo con Muchos Huevos Un,86,tt4643580,PG,2015-09-04,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0
A Walk In The Woods,85,tt1178665,R,2015-09-02,1.0,0,1,0.0,0,0,0.0,1.0,0.0,0
We Are Your Friends,84,tt3787590,R,2015-08-28,0.0,0,0,0.0,1,0,0.0,0.0,0.0,1
No Escape,83,tt1781922,R,2015-08-26,1.0,0,0,0.0,0,0,0.0,0.0,1.0,0
Hitman: Agent 47,82,tt2679042,R,2015-08-21,1.0,0,0,0.0,0,0,1.0,0.0,0.0,0
Sinister 2 (2015),81,tt2752772,R,2015-08-21,0.0,0,0,0.0,0,0,1.0,0.0,1.0,0
American Ultra,80,tt3316948,R,2015-08-21,1.0,0,1,0.0,0,0,0.0,0.0,0.0,0
Learning To Drive,79,tt3062976,R,2015-08-21,0.0,0,1,0.0,1,0,0.0,0.0,0.0,1
Mistress America,78,tt2872462,R,2015-08-14,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
Straight Outta Compton,77,tt1398426,R,2015-08-14,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Man From U.N.C.L.E.,76,tt1638355,PG-13,2015-08-14,1.0,0,1,0.0,0,0,0.0,0.0,0.0,0
Dark Places,74,tt7897330,R,2015-08-07,0.0,0,0,0.0,1,0,1.0,0.0,0.0,0
Shaun The Sheep Movie,73,tt2872750,PG,2015-08-05,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0
The Young And Prodigious T.S. Spivet,72,tt1981107,PG,2015-07-31,1.0,0,1,0.0,1,0,0.0,0.0,0.0,0
Vacation,70,tt1524930,R,2015-07-29,1.0,0,1,0.0,0,0,0.0,0.0,0.0,0
Phoenix (2015),69,tt4936574,,2015-07-24,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Paper Towns,68,tt3622592,PG-13,2015-07-24,1.0,0,1,0.0,1,0,0.0,0.0,0.0,0
Southpaw,67,tt1798684,R,2015-07-24,1.0,0,0,0.0,1,0,0.0,0.0,0.0,0
The Vatican Tapes,66,tt1524575,PG-13,2015-07-24,0.0,0,0,0.0,0,0,0.0,0.0,1.0,0
Trainwreck,64,tt3152624,R,2015-07-17,0.0,0,1,0.0,1,0,0.0,0.0,0.0,1
Ant-Man,63,tt0478970,PG-13,2015-07-17,1.0,0,1,1.0,0,0,0.0,0.0,0.0,0
Self/Less,61,tt2140379,PG-13,2015-07-10,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0
Minions,60,tt2293640,PG,2015-07-10,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0
EO,1099,tt19652910,Not Rated,2022-11-18,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0
65,1132,tt12261776,PG-13,2023-03-10,1.0,0,0,1.0,0,0,0.0,0.0,0.0,0
Ma,775,tt7958736,R,2019-05-31,0.0,0,0,0.0,0,0,1.0,0.0,1.0,0
Us,753,tt6857112,R,2019-03-22,0.0,0,0,0.0,0,0,1.0,0.0,1.0,0
The Bad Guys 2,1470,tt30017619,,2025-08-01,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0
The Unbreakable Boy,1429,tt5181260,PG,2025-02-21,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0
Captain America: Brave New World,1426,tt14513804,PG-13,2025-02-14,1.0,0,0,1.0,0,0,0.0,0.0,0.0,0
Wolf Man,1413,tt4216984,R,2025-01-17,0.0,0,0,0.0,0,0,0.0,0.0,1.0,0
Nosferatu,1406,tt5040012,R,2024-12-25,0.0,0,0,1.0,0,0,1.0,0.0,1.0,0
Here,1377,tt18272208,PG-13,2024-11-01,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0
Daddio,1300,tt7461686,R,2024-06-28,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0
Solo,1279,tt27715185,,2024-05-24,0.0,0,0,0.0,1,0,0.0,0.0,0.0,1
Immaculate,1254,tt23137390,R,2024-03-22,0.0,0,0,0.0,0,0,0.0,0.0,1.0,0
Origin,1238,tt13321244,PG-13,2024-01-19,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Mean Girls,1235,tt11762114,PG-13,2024-01-12,0.0,0,1,0.0,0,0,0.0,0.0,0.0,0
Napoleon,1216,tt13287846,R,2023-11-22,1.0,0,0,0.0,0,0,0.0,1.0,0.0,0
Priscilla,1210,tt22041854,R,2023-11-03,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Barbie,1177,tt1517268,PG-13,2023-07-21,1.0,0,1,1.0,0,0,0.0,0.0,0.0,0
Elemental,1169,tt15789038,PG,2023-06-16,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0
The Machine,1162,tt11040844,R,2023-05-26,1.0,0,1,0.0,0,0,0.0,0.0,0.0,0
Emily,1128,tt12374656,R,2023-02-17,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Knock at the Cabin,1126,tt15679400,R,2023-02-03,0.0,0,0,0.0,0,0,1.0,0.0,1.0,0
Missing,1121,tt10855768,PG-13,2023-01-20,0.0,0,0,0.0,1,0,1.0,0.0,1.0,0
The Son,1106,tt14458442,PG-13,2022-11-25,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0
Till,1088,tt4960748,PG-13,2022-10-14,0.0,0,0,0.0,1,0,1.0,1.0,0.0,0
Lyle Lyle Crocodile,1085,tt14668630,PG,2022-10-07,1.0,0,1,0.0,0,1,0.0,0.0,0.0,0
Tar,1082,tt14444726,R,2022-10-07,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0
Gods Country,1078,tt11818818,R,2022-09-16,0.0,0,0,0.0,0,0,0.0,0.0,1.0,0
Bodies Bodies Bodies,1064,tt8110652,R,2022-08-12,0.0,0,1,0.0,0,0,1.0,0.0,1.0,0
Vengeance,1062,tt11976532,R,2022-07-29,0.0,0,1,0.0,0,0,1.0,0.0,0.0,0
Jurassic World Dominion,1047,tt8041270,PG-13,2022-06-10,1.0,0,0,1.0,0,0,0.0,0.0,0.0,0
Men,1044,tt13841850,R,2022-05-20,0.0,0,0,1.0,1,0,0.0,0.0,1.0,0
The Worst Person in the World,1019,tt10370710,R,2022-02-04,0.0,0,1,0.0,1,0,0.0,0.0,0.0,1
Scream,1018,tt11245972,R,2022-01-14,0.0,0,0,0.0,0,0,1.0,0.0,1.0,0
The 355,1017,tt8356942,PG-13,2022-01-07,1.0,0,0,0.0,0,0,0.0,0.0,1.0,0
The Kings Man,1012,tt6856242,R,2021-12-22,1.0,0,0,0.0,0,0,0.0,0.0,1.0,0
Cmon Cmon,998,tt10986222,R,2021-11-19,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0
The French Dispatch,988,tt8847712,R,2021-10-29,0.0,0,1,0.0,1,0,0.0,0.0,0.0,1
The Card Counter,979,tt11196036,R,2021-09-10,0.0,0,0,0.0,1,0,1.0,0.0,1.0,0
Mortal Kombat,955,tt0293429,R,2021-04-23,1.0,0,0,1.0,0,0,0.0,0.0,0.0,0
The Unholy,953,tt9419056,PG-13,2021-04-02,0.0,0,0,0.0,1,0,1.0,0.0,1.0,0
Freaky,937,tt10919380,R,2020-11-13,0.0,0,1,0.0,0,0,0.0,0.0,1.0,0
The Nest,923,tt8338762,R,2020-09-18,0.0,0,0,0.0,1,0,0.0,0.0,1.0,1
The Turning,902,tt7510346,PG-13,2020-01-24,0.0,0,0,0.0,1,0,1.0,0.0,1.0,0
The Grudge (2020),898,tt16425368,,2020-01-03,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0
Cats,892,tt5697572,PG,2019-12-20,0.0,0,1,0.0,1,1,0.0,0.0,0.0,0
Portrait Of A Lady On Fire,884,tt8613070,R,2019-12-06,0.0,0,0,0.0,1,0,0.0,0.0,0.0,1
Charlies Angels,874,tt5033998,PG-13,2019-11-15,1.0,0,1,0.0,0,0,0.0,0.0,0.0,0
Harriet,870,tt4648786,PG-13,2019-11-01,1.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Frankie,866,tt8019694,PG-13,2019-10-25,0.0,0,0,0.0,1,0,0.0,0.0,0.0,1
Jay & Silent Bob Reboot,856,tt6521876,R,2019-10-15,1.0,0,1,0.0,0,0,0.0,0.0,0.0,0
The Addams Family,852,tt1620981,PG,2019-10-11,0.0,1,1,0.0,0,1,0.0,0.0,0.0,0
Downton Abbey,830,tt6398184,PG,2019-09-20,0.0,0,0,0.0,1,0,0.0,0.0,0.0,1
